,ID,region,name,star,rating,num_review,basic_info,review
0,3002318,2,유어스 호텔,3,4.6,632,"· 유어스 호텔은 경이로운 자연을 그대로 간직한 제주에서도 가장 먼저 주요 여행지로 손꼽히는 중문 시내에 위치하고 있습니다.· 청정 제주 이미지에 걸맞게 객실 내부 마감재 등을 친환경 소재로 사용하여 고객분들이 보다 건강하고 안락한 공간에서 최상의 휴식을 제공합니다.· 제주국제컨벤션센터 및 주상절리, 중문해수욕장 등 다양한 관광지들이 호텔 주변에 조성되어 편리한 접근성을 자랑합니다.",
1,1000111295,2,제주 오션갤러리 호텔앤리조트,0,5.0,4,"1. 43평의 여유로운 객실에 3개의 침실, 2개의 욕실, 거실, 주방으로 구성되어 있습니다.2. 제주도에서 단연 돋보이는 프라이빗한 외관으로 올렛길 여행자의 발걸음을 잡는 곳입니다.3. 천연대리석으로 꾸며진 객실의 내부공간은 여행에 고급스러움을 더합니다.4. 넓은 거실과 소파는 여행의 피로를 풀고 편안한 휴식공간을 드립니다.5. 객실의 전면에 펼쳐지는 오션뷰와 함께 사계절내내 제주도의 가장 깨끗한 바다를 보실 수 있습니다.",
2,3001246,2,베니키아 호텔 제주,3,4.0,165,"· 애월 해안도로를 따라 위치해있습니다. 눈앞에 펼쳐지는 애월 해변을 만나보세요!· 쾌적하고 아늑한 실내 분위기의 객실은 피로에 지친 현대인들을 위한 편안한 휴식처로 제공되고 있습니다.· 한라산이 보이는 마운틴뷰, 바다와 한라산이 동시에 조망할 수 있는 오션 마운틴뷰를 보유하고 있어 머무시는 동안 제주의 아름다움을 만끽할 수 있습니다.",
3,3009100,2,제주 칼 호텔,5,4.6,256,"· 천혜의 아름다움을 간직한 섬, 제주 그 중심에 도시의 세련미와 한라산의 수려함이 만났습니다.· 282개의 다양한 객실은 제주바다와 한라산을 조망할 수 있으며, 자연채광이 가득 채워진 실내수영장을 비롯하여 헬스와 사우나를 즐길 수 있는 피트니스센터와 카지노 등의 부대시설을 갖추고 있습니다.· 제주 국제공항에서 약 15분 거리에 위치한 특 1급 호텔로 비즈니스 여행객과 관광객에게 편의를 제공합니다.",
4,10040058,2,제주 에어포트 호텔,0,4.2,49,"· 세계 7대 자연경관, 유네스코 3관왕에 빛나는 제주의 관광, 비즈니스 중심에 위치한 제주에어포트호텔!· 제주공항과 자동차로 약 10분 거리에 있어 제주여정의 끝과 시작을 만족시킬 수 있습니다!· 자동차로 10분 내외로 제주도청, 법원, 세무서, 공항, 쇼핑거리, 해수욕장, 병원, 대형마트 등 관광과 비즈니스에 필요한 모든 시설을 쉽게 이용하실 수 있습니다.",
5,3001461,2,제주 호텔 더 원,4,4.4,396,· 오픈특가 이벤트 ! 호텔 더 원은 삼다도를 모티브로 제주의 고유 문화 및 미학적 요소를 현대적인 감각으로 접목시켜 굳건하면서도 포근한 최상의 서비스를 제공합니다.· 아름다고 깨끗한 섬 제주도에 여행을 오신다면 낭만과 사랑을 즐기실 수 있는 더 원 호텔을 추천드립니다.· 제주시 시내 중심에 위치해 있어서 접근성이 뛰어납니다.,
6,3001062,2,켄싱턴리조트 제주 한림,0,3.8,65,"· 한국의 대표 기업 이랜드의 호텔 체인 켄싱턴 리조트입니다.· 남국의 정취가 물씬 느껴지는 제주도 바닷가, 태평양의 호연지기를 담은 푸른 파도를 눈 앞에서 감상해보세요!· 켄싱턴 리조트의 안락한 룸에서 한라산의 정기가 온 몸을 감싸는 작은 낙원을 구경해보세요!",
7,3010500,2,제주 담모라 리조트,0,4.4,153,· 섬나라라는 뜻의 제주도를 의미하는 명칭인 담모라! 담모라 리조트에 방문하시는 모든 분들이 편안히 힐링하실 수 있도록 최상의 서비스를 제공합니다.· 넓은 공간과 다양한 부대시설로 편안한 휴식을 제공합니다.· 용머리해안 인근 위치에 있어 제주의 자연 속 낭만과 여유를 느껴갈 수 있는 곳입니다.,
8,3001292,2,비스타케이호텔 월드컵,0,4.3,512,"· 대포항, 사려니숲길, 쇠소깍 등 주요 관광지와 인접해있으며 다양한 룸타입으로 가족단위 여행객에도 알맞은 호텔입니다.· 자연과 인간, 여유와 품격의 조화를 모티브로 한 자연친화적 설계로 단지 전 후면에 테라스 및 가든을 배치하였습니다.· 전 객실 넷플릭스 이용 가능!· 루프탑스카이풀 오픈☆투숙객무료(기온 및 시설 관리의 이유로 호텔 상황에 따라 운영 여부가 달라질 수 있습니다.)· 운영 시간 : 10:00 ~ 21:00· 투숙객 무료 이용· 루프탑 스낵바는 추후 오픈 예정입니다.· 기상 악화 시, 이용객의 안전을 위해 운영하지 않습니다.",
9,3006723,2,블루마운틴 호텔,3,3.9,158,"· 성산일출봉이 한눈에 쏙 들어오는 장관을 가진 제주의 하늘과 바다, 태양을 담고 있는 호텔입니다.· 제주의 아름다운 자연경관 속에서 행복한 여행을 즐기실 수 있도록 행복한 마음으로 고객 여러분을 모시겠습니다.· 세계 자연유산으로 등재된 성산일출봉과 걸어서 약 5분 거리에 위치하고 있습니다.",
