,ID,region,name,star,rating,num_review,basic_info,review
0,3001472,6,롯데 시티호텔 울산,3,4.8,1808,"· 울산 최대의 354실 규모의 롯데시티호텔 울산은 2015년 6월에 오픈하여 금융권, 쇼핑타운, 공항, 버스터미널과 인접하여 비지니스와 관광에 특화된 비지니스 호텔입니다.· 롯데호텔의 해온 Bedding System으로 포근한 거위털 이불 및 베게 등까지 전 객실에 차별화된 침대 및 침구류 서비스로 편안한 숙면을 취해보세요 :)· 비지니스 고객과 관광객들을 위한 모던하고 안락한 스타일의 맞춤형 공간을 제공합니다.",
1,3000913,6,롯데 호텔 울산,5,4.8,362,"· 롯데호텔 브랜드가 보장하는 특1급 호텔시설의 세심한 배려와 서비스를 누리세요!· 울산의 중심가에 위치하여 비즈니스, 관광, 쇼핑, 여가를 동시에 즐길 수 있어요!· 경주에서 30분, 부산까지 이동 시간이 50분밖에 걸리지않아서 주변지 관광도 쉽게 즐길 수 있어요 :)",
2,1000112882,6,포항 브레이크타임 호텔,0,4.4,22,안녕하세요. 포항브레이크타임 호텔 입니다.,
3,1000111694,6,그레이195호텔,0,4.6,5,· 2020년 10월에 신규 오픈한 비즈니스 호텔입니다.· 최고의 서비스로 고객님께 최선을 다할 것을 약속드립니다.·  ,
4,1000102039,6,성주 가야호텔,2,4.3,30,"· 역사와 문화, 사람과 자연이 함께하는 곳 가야산 가야호텔· 가야산의 수려한 경관과 맑고 청정한 공기를 마시며 지하 암반층에서 솟아나는 신비의 천연 알카리수는 묵은 심신의 피로를 풀어 더욱, 건강한 삶을 도와드릴 것 입니다.· 매일 방역실시/천연알칼리사우나/가족호텔/해인사 차량25분소요/대구나들이코스/만물상등산코스입구 2분거리",
5,10042146,6,브론즈 호텔,0,0,0,"· 21년 8월 GRAND OPEN· 마산에서 가장 최근에 오픈한 호텔로서 가장 깔끔하고 편안한 객실을 제공해드리고 있습니다.· 많은 이용 바랍니다.·  - 디럭스 타입 스타일러 구비- 1층 셀프 커피숍 운영- 인원추가 1인 15,000 (만 7세 이상)- 마산 어시장 도보 1분",
6,10040689,6,김해 장유 스테이인 호텔,0,4.6,8,"· ❤스테이 인 호텔 GRAND OPEN 2020.06.25❤· 김해 장유 지역 최신식 시설! 최고의 서비스!· 전객실 스타일러,넷플릭스,게임PC,5성급 호텔 침구!· 손님의 건강을 생각한 A급 수질의 지하수 사용&상시소독!· 무엇을 상상하든 그이상! 김해 NO.1 호텔 스테이 인!· 저희 스테이인호텔은 고객님들만을 위한· 최상의 시설로 업그레이드하였습니다.· 많은 이용 부탁드리며, 언제나 최고의 휴식을 위해· 최선을 다해 노력하겠습니다.",
7,3015074,6,경주 사조리조트,0,3.3,12,"· 3년이란 긴 시간의 고통 속에 사조 온천리조트는 전국에서도 유명한 온천물을 갖고 있는 최고의 시설로 완전히 새로운 모습으로 재탄생 했습니다· 천년 고도의 멋과 숨결이 살아 있는곳, 경주온천 휴양 리조트 사조리조트와 함께 품격 있는 문화여행을 느껴보세요 ",
8,3001646,6,창원 AT비지니스호텔,0,5.0,121,"· 깔끔하고 모던한 객실, 쾌적한 시설로 만족감을 드립니다.· 창원시청과 자동차로 2분~4분거리! 교통 접근성이 뛰어나요.· 창원 비지니스 및 교통의 중심 중앙동에 위치해 있어 어디로든 이동이 간편합니다.",
9,3010326,6,베니키아 양산 호텔,3,4.7,116,"· 양산시 유일한 관광호텔로서의 품격 및 인테리어를 자랑합니다.· 부산에서 17km, 김해국제공항에서 17km 떨어진 곳에 위치한 호텔은 도심 접근성 및 많은 관광지와도 가까운 거리에 위치합니다.· 오래된 사찰(통도사, 내원사 등), 많은 골프코스(퍼블릭 코스 및 정규 코스), 통도 판타지아 테마파크, 에덴벨리 스키장 등과 가까이 위치해 있습니다.",
