,ID,region,name,star,rating,num_review,basic_info,review
0,3001454,7,부띠끄 호텔 와인,0,4.5,312,"· 운천 호수공원을 보며 하루를 조식서비스로 시작해보세요(1인만/도시락제공/2인시 추가요금 발생)5회 이용시 손세차 무료(4만원상당)· 가성비 최고의 진솔한 호텔로, 특급호텔 수준의 침구류와 가운, 최고급 위생도기, 모든 린넨 직영 세탁으로 철저한 위생관리를 하고 있습니다.· 광주의 중심 상무지구에 위치하며, 지역 유관기간 최우선 배정 호텔로 최우수 숙박업체로 선정되었습니다!",
1,3001017,7,호텔 프랑스,2,4.3,331,"· 가성비 최고의 진솔한 호텔로, 특급호텔 수준의 침구류와 가운, 최고급 위생도기, 모든 린넨 직영 세탁으로 철저한 위생관리를 하고 있습니다.· 광주의 중심 상무지구에 위치하며, 지역 유관기간 최우선 배정 호텔로 최우수 숙박업체로 선정되었습니다!",
2,3013931,7,광주 스테이 53 호텔,0,4.8,267,· 언제나 품격있는 서비스와 시설로 고객에게 깊은 감동을 주는 호텔스테이53이 되겠습니다.· 세련되고 모던한 북유럽풍 감각을 지닌 안락한 객실과 세심한 배려가 묻어나는 서비스를 준비합니다.· 호텔스테이53에서 품격있는 휴식을 가지시길 바라겠습니다.,
3,1000099450,7,목포 몬다비 호텔,1,3.7,75,"· 항구의 도시 목포에 위치한 몬다비 호텔은 국내 외 관광객 및 비즈니스 고객 등 다양한 고객들이 찾아주시는· 명실 상부한 지역의 전통있는 명소로서 고객님들께 항상 편안한 휴식을 제공하기 위해 전 임직원이 노력하고 있습니다.· 몬다비 호텔은 2017년 전체 리모델링을 통하여 감각적이고 세련된 디자인으로 재탄생 하였으며, 쾌적한 객실환경과 다양한 편의시설로 많은 고객님께 사랑받는 호텔로 거듭나고 있습니다.· KTX,SRT등 고속열차를 이용하여 수도권에서도 2시간 내에 목포역을 도착하실 수 있으며,호텔에서 목포역과 도보로 이동이 가능하고· 유명관광지와 이동이 편리하여 목포를 찾는 많은 관광객들이 몬다비 호텔을 선호하고 계십니다.· 몬다비 호텔은 항상 내 집 같은 편안함과 쾌적함 그리고 최고의 서비스를 제공해 드릴 것을 약속드립니다.",
4,3014334,7,여수 말리브호텔,0,3.5,50,· 맑은 하늘과 파란 바다를 보며 휴식할 수 있는 여수 말리브호텔입니다.· 아름다운 바다와 죽림저수지를 보며 사랑하는 사람과 함께 도란도란 이야기꽃을 피워보세요.· 여수 말리브호텔에 오셔서 삶의 지친 마음을 모두 힐링하고 가세요.,
5,1000113146,7,여수 베이원파크,0,4.7,52,· 여수의 강남이라고 불리는 웅천의 최중심 마린시티에 들어서있는 베이원파크입니다.· 베이원파크는 레지던스 생활형 숙박시설로 호텔식 룸 타입 및 복층형 타입 등 다양한 구조로 여수 앞바다 조망권과 실용적인 공간으로 쾌적한 환경을 갖추고 있습니다.,
6,3017061,7,순천 호텔지뜨,2,4.7,402,"· 한국관광공사 정식 2성 등급 인증 호텔· 10 가지의 다양한 종류, 가격의 객실 보유 (연인, 가족, 친구모임, 비즈니스 출장 등 선택폭 다양)· 순천 유일의 개별 테라스, 스파, 풀장 보유· 대형 통유리 설치로 시원하고 힐링되는 논밭뷰 (2층 이코노미 객실은 제외)· 순천 대부분의 호텔보다 넓은 객실 (스탠다드 15평 ~ 로얄스위트테라스 35평)· 청결하고 편안한 침구(독일산 구스), 시설· 심플 & 모던 스타일 디자인· 조식 무료 제공 (투숙객 전원 무료 서비스로 제공)· 순천역(2.3km), 순천종합버스터미날(3.6km), 여수공항(15.7km) 근접거리· 순천만국가정원(1.3km), 순천만습지(8.4km), 여수낭만포차거리(36.7km)",
7,3015430,7,전주 엔브릿지호텔,2,4.8,240,"· 엔브릿지 호텔은 전주한옥마을 남천교에 위치하여 한옥마을 이동 관광이 편리하며, 아름다운 전주 한옥마을의 뷰를 감상하실 수 있는 최적의 조건을 자랑합니다.· 다양한 타입의 객실과 프리우덴 구스, 60수 순면으로만 구성 된, 최고급 침구류는 까다로운 관리가 필요하지만 엔브릿지 호텔이 추구하는 가치입니다.· 특별하고 차별화된 공간으로 전통도심속의 휴식을 취할 수 있는 , 편안한 객실이 준비되어 있고 고객을 위한 다양한 편의시설과 최적화된 시스템의 관리로 엔브릿지만의 고객만족을 실현합니다. ",
8,3015462,7,전주한옥마을 황실관광호텔,1,4.3,215,"· 전주한옥마을 황실관광호텔 방문을 환영합니다.· 한옥마을 에서의 하룻밤은 문틈으로 스미는 은은한 달빛과 함께 한국의 멋과 향기로 잊지 못할 추억을 만들며, 특별한 감동으로 기억될 입니다.· 전주한옥마을 황실호텔은 고객을 위한 시스템으로 준비된 편리한 호텔니다.· 한옥마을 전망 6층 스카이 라운지 커피, 음료 20% 할인합니다.· 스카이 라운지에서 한옥마을 전망 사진도 찍고 커피 할인도 받으세요.· 1층 한복대여점에 종일 1만원으로 한복대여해줍니다.",
9,3010712,7,편백한옥호텔 오동재,0,4.2,30,"· 편백 한옥호텔 오동재는 한옥의 느낌을 그대로 살린 세련된 감각과 디자인으로 만들어진 한옥호텔입니다.· 객실 내부에는 각종 현대적인 편의 시설을 갖추고 있으며, 편백 나무 인테리어는 삼림욕의 효과를 기대할 수 있습니다.· 전라남도의 독창적인 전통호텔로 건축하여 내.외국인 관광객의 이벤트 체험 프로그램(체험관, 전통혼례 등)을 운영합니다.",
