,ID,region,name,star,rating,num_review,basic_info,review
0,1000112109,8,벨리노호텔,0,4.7,24,"벨리노호텔은 최신 트렌드를 반영한 감각적이고 유니크한 디자인과 소품들이 어우러져 개성 있고 화려한 공간을 연출하였습니다.벨리노호텔은 한층 더 다양한 편의시설과 서비스를 제공하여 머무시는 동안 내 집 같은 편안함을 경험하실 수 있습니다.청주IC와 서청주IC에 인접하여 경부고속도로 및 중부고속도로와의 접근성이 우수하고청주 시외버스터미널, 고속버스터미널, 청주공항, 충북대학교 등 호텔 주변으로 주요 교통, 관공서, 관광지 등과 인접하여여행객 및 관광객, 비즈니스 고객 모두 편리하게 이용하실 수 있습니다.벨리노호텔은 항상 고객의 편안한 휴식을 위해 다양한 편의시설과 정성 어린 서비스를 제공할 것을 약속드립니다.고객님들의 많은 방문을 부탁드립니다.Simmons 프리미엄 매트리스5성급 호텔에서 사용하는 시몬스 최고급형 뷰티레스트 프리미엄급 침대 사용5성급 호텔에서 사용하는 330T 순면 100% 침구류 사용침대 50mm 탑퍼(Topper) 탑재한 Heavenly Bed 구현호텔 내/외부 방역 완료전 객실 Netflix 시청 가능고사양 PC 설치완료최신 시설로 신축 GRAND OPEN금연객실 운영(금연객실은 방문시 프런트에 문의해주세요)한번 사용한 침구류는 재사용을 하지 않습니다편안하고 안전한 발렛 파킹 서비스티비 다시보기(연속극,스포츠,본방송 보지 못하신방속 10분후면 다시보기 가능)퇴실 10분전에 전화주시면 가져오신 차량을 대기해드립니다미성년자 출입금지(스무살되면오세요^^)주변정보청주 시외,고속 터미널 2분거리(도보)서청주 IC 10분거리(차량)청주공항 30분거리(차량)청주 MBC 5분거리(도보)청주 CGV 3분거리 (도보)숙소시설전객실 노하드 컴퓨터 설치(최고사양)간단한 조식 서 비스 (뽀글이라면,토스트,시리얼,우유,커피외 군것질) B1 카페데이라 24시 운영인생사진관(카페데리아에서 좋은 추억 사진 찍으세요 완전 강추 !!!!!!) B1 층전객실 고대기 및 드라이기 설치전객실 보보 비데 설치무료영화시스템오리털 침구은나노 베게 (잠이 솔솔옵니다)전객실 55인치 스마트 티비 설치 PC연결)비지니스룸 운영 팩스,복사,프린터,스탠 (객실컴퓨터에서 프린터 출력가능)전객실 1:1 와이파이 설치 운영스마트폰 고속 충전기 설치베그헤드셋 대여모닝콜 서비스객실 1개당 차량 1대만 가능토요일, 일요일 연박 시 추가요금 발생할 수 있습니다.",
1,3000852,8,베니키아 호텔 대림,2,4.5,198,"· 대전지역의 사회적거리두기 4단계 격상과 관련하여 각 객실의 이용가능 인원이 2인으로 제한되는 점 양해말씀 부탁드립니다.· 대전역에서도 가까워서 너무 편리한 호텔이에요. 합리적인 가격에 넓고 깨끗한 방에서 대접받는 기분 느끼면서 휴식을 취할 수 있어요.· 저렴한 가격에 머물면서 토스트, 스크램블에그, 샐러드 등의 맛있는 서양식 조식까지 즐길 수 있답니다 :) · 대형TV가 구비되어 있어 심심하지 않아요. 출장, 또는 가족여행을 가시는 분들께 추천해요.",
2,1000103224,8,청주 메리제인 호텔,0,4.4,148,· 청주시외버스터미널이 인근에 있어 접근성이 뛰어납니다.,
3,3008520,8,음성 거성 호텔,3,4.3,46,"· 거성호텔은 충북 음성군과 진천군 경계지역인 충북혁신도시 버스터미널 앞에 위치하고 있으며, 법무연수원, 국가공무원인재개발원 등 공공기관들이 들어서 있고, 주변에는 다수의 산업단지와 골프장이 분포해 있다. · 거성호텔은 지하 1층, 지상 8층 규모다. 3층부터 7층이 디럭스 트윈, 패밀리 트윈, 주니어 스위트로 구분된 65개 객실이다. 2층은 커퍼런스 공간으로 미팅룸, 세미나실, 연회장이 구비돼 있으며, 1층은 로비, 프론트데스크, 레스토랑(조식뷔페), 커피숍, 베이커리카페 그리고 지하 1층엔 주차장, 셀프 세탁실이 고객들의 다양한 욕구를 충족시키고 있다.· 단아한 분위기와 고급 인테리어가 돋보이는 객실에서는 친환경 충북혁신도시의 발전상을 감상할 수 있는 아름다운 전망이 돋보인다. 최고급 사양의 시몬스포켓스프링 침대와 침구류, 고급스러운 가구가 편안함을 주고, 투숙객의 입장을 배려하여 샤워실, 화장실, 세면대가 분리되어 더욱 만족감을 준다. · 성공적인 비즈니스를 위한 30~80명 수용할 수 있는 규모의 미팅룸과 세미나실. 이 공간은 소규모 가족연, 입시설명회, 워크샵 등으로도 많은 이용이 있다.· 150명을 수용 가능한 대연회장에는 기업연, 돌잔치, 장수연 등의 다양한 행사와 파티에 적합한 곳이다. · 거성호텔은 여러분의 ’비즈니스 성공’은 물론, ‘여행의 즐거움’과 ’도심 속 여유’ 를 동시에 느끼실 수 있도록 최상의 서비스를 제공할 것이다.· 거성호텔에서는 여러분을 환영합니다.",
4,1000112541,8,진천시티호텔,0,5.0,3,· 진천선수촌 근방· 구암저수지 근방,
5,1000106274,8,대전 유성 케이 호텔,0,3.3,9,· 유성온천역 8번출구에서 5분거리에 위치한 대전 유성 케이 호텔 입니다.· 셔틀버스를 운행하여 편리하게 숙소까지 이동하실 수 있습니다.· 항상 깔끔하고 청결하게 최상의 객실 상태를 유지하여 편안하게 이용하실 수 있습니다.,
6,1000104505,8,라티에라테라스 골프빌리지,0,5.0,3,· 페어웨어를 가득 담은 새로운 가치의 공간을 만들었습니다.· 현대 The Links CC 페어웨이 바로 옆 현대 기업도시 라티에라 최고의 자리는 라티에라 테라스빌리지의 차별성은 뛰어난 입지에서 시작됩니다.· 태안종합운동장까지 차로 약 7분 정도 걸립니다.,
7,3010862,8,천안 메트로 호텔,2,4.1,149,· 천안의 중심지인 천안역에 위치하여 천안 호텔의 중심의 천안 메트로 호텔입니다.· 내 집과 같은 편안함과 안락함을 선사하는 모던한 인테리어와 최상의 시설과 서비스를 제공합니다.· 천안역에서 도보로 약 3분 거리에 위치해있습니다.,
8,3001728,8,대전 디엠프레스 호텔,2,4.0,335,"· 대전 중심가에 위치한 신개념 비즈니스 호텔로서, 품격 있는 서비스와 합리적인 가격으로 만족감을 드립니다.· 월평역과 인접해 있어 대중교통 이용이 편리하고, 주변 환경이 쾌적하여 관광 또는 비즈니스 여행시 가장 적합한 호텔입니다.· 세련된 인테리어, 깨끗하고 넓은 객실은 여행의 피곤함과 스트레스를 훌훌 날려 버릴 수 있는 아늑함과 편안함을 선사합니다.",
9,3000899,8,이안 레지던스,0,4.0,227,"· 대전의 중심지인 둔산동에 위치한 레지던스입니다~ 가까운 거리에 시청, 법원, 병원, 백화점, 마트 등등! 입지가 넘 좋아서 출장객, 여행객 분들께 모두 추천할만한 숙소랍니다!!· 생활하기에 불편함 없이 세탁시설, 취사시설을 모두 갖추고 있어요! 아파트같은 구조에 방음이 굿굿!! 집같은 편안함이 장점이에요~",
10,1000106059,8,탑클라우드 호텔 천안,0,4.7,384,"· 천안 봉명동 2020년 3월 ""탑클라우드호텔 천안점"" GRAND OPEN!!· 합리적은 가격으로 5성급 호텔의 압도적인 서비스와 ""Heavenly Bed""의 편안함을 탑클라우드 천안점에서 느껴보세요.· 천안역 차량 5분 거리에 위치하여 교통이 매우 편리합니다.· 예약 시 참고사항· 탑클라우드 호텔 천안점에서는 고객 여러분께서 안전하게 투숙하실 수 있도록 아래의 사항들을 시행하여 위생과 안전조치에 최선을 다하고 있습니다.· 1. 전 직원 마스크 착용 의무화, 손 소독제 사용 및 일일 2회 직원 체온측정· 2. 객실 및 공용구역 (테라스, 흡연실, 엘레베이터 내부) 소독· 3. 엘레베이터 내부, 출입문 교차감염 등 전염성 질환 예방을 위하여 ""향균필름"" 부착· 4. 질병관리본부의 대응지침의 일환으로 비접촉체온계를 이용하여 고객 및 모든 방문자를 대상으로 체온 측정 (고열 등 유증상자로 보이는 고객에 한해 투숙 및 시설이용이 제한될 수 있습니다)· 바이러스 확산 방지와 고객님들의 안전을 위해 호텔을 방문하실때는 자발적 마스크착용과 호텔내 비치되어있는 손 소독제 사용을 부탁드립니다.· 의심증세가 있으신 경우, 프런트로 연락 부탁드립니다.· [탑클라우드호텔 천안점 대표번호] 041-578-5306",
11,1000102607,8,H 호텔 세종시티,0,4.6,648,"· H호텔 세종시티는 지하 3층, 지상 15층의 300개 객실로 꾸며진 청주권 최대 규모의 호텔입니다.· H호텔 세종시티는 KTX 오송역, 청주/서청주IC, 청주국제공항과 근접하게 위치하고 있어, 국내 및 해외 이용고객님의 편의를 제공합니다.· 다양한 행사를 완벽하게 소화할 수 있는 최신식 설비 시스템을 갖춘 연회장은 최대 200여명 규모의 국제행사, 세미나는 물론 다양한 가족행사를 진행할 수 있는 공간이 있습니다.",
12,3007494,8,호텔 ICC,3,4.3,338,"· ★ 전 객실 조식 무료 제공 !! ★· 중부권 최고의 시설과 서비스를 자랑하는 HOTEL ICC에서 매력적이고 멋스러운 만남과 추억을 만들어보세요.· 고품격 서비스와 합리적인 가격으로 편안함을 추구하는 객실과 최고의 웨딩홀, 연회장을 제공함으로써, 만족을 넘어 감동을 선사합니다.· 대전컨벤션센터, 엑스포, 카이스트, 충남대학교 등이 인근에 있는 최상의 위치를 자랑합니다.",
13,1000110447,8,제이원 호텔,0,4.7,272,"· 32층 최고층 랜드마크 청주 5성급 비즈니스 호텔입니다.· 편리한 교통환경을 구비해 청주공항 차량 약 8분 거리, 중부고속도로과 KTX오송역을 통해 서울까지 1시간 이내의 편리한 지역 인프라가 구축되어 있습니다.",
14,1000109883,8,호텔 스카이파크 대전 1호점,0,4.6,253,"· 호텔 스카이파크 대전1호점은 첨단 과학기술의 메카인 대덕 테크노밸리에 위치하여 있습니다.· 대전 현대프리미엄 아울렛 안에 위치해 다양한 문화 생활, 쇼핑, 휴식을 함께 즐길 수 있는 호텔입니다.· 성공적인 비즈니스를 위해 개인별 맞춤 서비스와 내 집 같은 편안함을 제공하겠습니다.· 최고의 만족과 최상의 서비스를 경험할 수 있는 스카이파크 대전 1호점에서 고객님과의 특별한 만남을 기다리고 있습니다.",
15,1000108002,8,세종시티 오송호텔,0,4.5,323,"· 세종시티 오송호텔 지하 3층, 지상 15층의 300개 객실로 꾸며진 청주권 최대 규모 입니다.· 조식 및 샐러드 바를 즐기실 수 있는 조식 레스토랑이 있습니다.· 차로 KTX 오송역 5분거리, 청주/서청주IC 5분, 청주국제공항 20분 거리에 위치하여 국내 및 해외 이용고객님의 편의를 제공합니다.· 롯데 아울렛이 차로 약 20분이면 갈 수 있어 쇼핑이 편리하고, 대통령 별장 청남대까지 차로 약 40분, 상수허브랜드까지 차로 약 25분 정도 걸립니다.",
16,3015602,8,대천 메리머드 호텔,0,4.6,581,"· 연간 1,000만 명 이상의 관광객이 찾아오는 대천 해수욕장을 한눈에 내다볼수 있는 오션뷰를 자랑하는 저희 호텔메리머드에서 가족, 친구, 연인과 함께 즐거운 추억을 만드십시오.· 전 객실 오션뷰, 신축건물, 감성적, 안정적인 인테리어, 테라스에서 직접 바다바람을 느끼며 편안하고 여유로운 시간을 보낼 수 있습니다.· 주차안내 : 주차장 만차 시 무료 공용주차장(도보 3분) 이용 가능",
17,3014403,8,덕산 스파뷰호텔,0,4.2,355,"· 500년 전통의 문화재로 지정된 덕산 게르마늄 온천 단지 공원 속에 자리 잡은 스파 뷰 호텔은 충남 최고의 비즈니스 & 가족호텔입니다.· 호텔 곳곳에 스며있는 모던한 디자인과 동선 하나하나를 생각한 섬세한 서비스, 최고급 친환경 소재로 구성된 객실 설비, 피부에 좋은 100% 게르마늄 스파 온천 시설이 갖춰져 있습니다.· 주변의 다양한 관광지를 비롯해 충남 도청에 근접한 편리까지 갖춘 가족과 비즈니스맨을 위한 완벽한 호텔입니다.· 9월부터 온천 야외 스파가 토요일 및 공휴일 무료 운영합니다. (운영시간 : 13시~22시)· 에어바운스 놀이터 무료 운영합니다.",
19,3001693,8,신라스테이 천안,3,4.6,2286,"· 교통의 요충지이자, 수도권과 충남지역의 문화,예술,산업을 잇는 통로 천안에 신라스테이를 선보입니다.· 모던한 디자인으로 감각적인 분위기를 자아내며, 고객의 라이프스타일을 고려해 차원이 다른 공간 배치와 인테리어를 구현했습니다.· 간결한 아름다움이 돋보이는 객실은 최고급 호텔 수준의 침구, 편안한 침대, 고급 어메니티로 휴식의 차원을 한층 더 높여드립니다.",
20,3001634,8,천안 오엔시티 호텔,0,4.6,1057,"· 천안아산지역 비즈니스, 교통, 문화, 쇼핑의 중심 불당동에 2016년 봄 새롭게 오픈한 오엔시티 호텔입니다.· 깔끔한 최신 인테리어와 객실 내 스마트 디지털 시스템 환경, 카페, 레스토랑, 루프탑가든, 피트니스, 사우나 등 호텔 내 다양한 부대시설과 알찬 서비스를 제공하고 있습니다.· 비즈니스 성공은 물론, 여행의 즐거움과 도심 속 여유를 동시에 느끼실 수 있도록 COMPACT & WELL-MADE 서비스를 제공합니다.",
21,3000651,8,호텔 락희 대전,0,4.4,452,"· 유럽풍 빈티지 스타일을 모던하게 재해석한 명품 스타일링과 차별화된 고급 인테리어· 전객실 야마하 오디오, 락희만의 특별 선곡 CD 무료 대여, 어메니티 및 미니바 음료 무료 제공· 대전정부청사, 시청, 교육청, 갤러리아 타임월드 백화점과 인접해 편리한 위치",
22,1000103908,8,더메인즈호텔(The Mains Hotel),0,4.7,744,"· ☆★☆ 코로나바이러스 예방 조치 공지 ☆★☆· 코로나 19 전염방지를 위해 호텔 공용장소를 최신 방역기기로 소독을 실시합니다.(호텔로비, 레스토랑, 화장실, 엘레베이터 내 외부 및 버튼 등)· 고객 및 모든 방문자를 대상으로 비접촉식 체온계로 체온체크를 진행하고 있습니다.(37.5도 이상 시, 입실 및 시설 이용이 제한될 수 있으니 양해 부탁드립니다.)· 바이러스 예방 및 확산 방지를 위해 전 직원 마스크를 착용 후 근무하고 있으며, 출근 전,후 체온 체크 및 손 소독을 철저히 하고 있습니다.· 호텔 프론트에 손소독제(액상타입/젤타입)를 비치하고 있습니다.· 객실 정비 시, 객실 내 손잡이, 화장실내부, 버튼, 리모컨, 컵, 전기포트 등의 소독을 실시하고 있습니다.· ☆★☆ 전 객실 금연이오며, 흡연은 1층 외부에서 가능합니다 ☆★☆· 흡연시 10만원의 청소비가 부과됩니다.· 대한민국 교통의 중심지이자, ""하늘아래 살기 좋은 도시"" 천안에서 품격있는 서비스와 시설로 고객에게 편안함과 감동을 주는 호텔을 지향하고 있는 더메인즈 호텔입니다.· 천안아산역 및 천안역, 버스터미널, 천안 IC에서 10분 거리에 위치하여 있고 인근에 외식, 문화시설이 풍부하여 편안한 환경을 즐기실 수 있습니다.· 품격 있는 휴식으로 워라벨을 완성해가시길 바랍니다.",
23,3000942,8,롯데시티호텔 대전,4,4.8,1082,"· 한국의 실리콘밸리 대전에 위치하여 기업체 세미나 및 학술회의 행사에 최적이에요!· 갑천이 내려다 보이는 총 306개의 객실은 경관도 최고랍니다. 편안하게 쉬실 수 있어요:)· 피트니스 클럽, 비즈니스 센터와 최고급 레스토랑까지!",
24,3009640,8,대천 로하스호텔,0,4.3,193,"· 대천 로하스호텔은 새로 신축하여 오픈한 깨끗한 호텔로 머드광장 바로 옆에 새롭게 단장하였으며, 해수욕장에 바로 접하여 있습니다.· 전객실을 오션뷰의 시원한 바다전망과 백사장을 내려다보며 최신 시설과 최고급 월풀을 이용할 수 있습니다.· 지친 일상에서 탈출하여 대천 로하스호텔에서 서해안 일몰을 감상하시기 바랍니다.",
25,3000932,8,소노문 단양,0,4.5,624,"· 중부지방 유일의 물놀이 테마파크 아쿠아월드와 함께해요!· 단양, 영월, 충주호, 월악산, 소백산 등 천혜의 자연 조건을 마음껏 즐기실 수 있어요!· 래프팅, 사격, 패러글라이딩, 서바이벌 게임 등 다양한 레포츠를 즐기실 수 있어요!",
26,3001424,8,한화리조트 대천 파로스,0,4.6,138,· 서해바다와 아름다운 저녁노을의 대천해수욕장을 지척에서 만납니다· 울창하고 시원한 송림 셀프바비큐장에서 즐거움이 가득한 소중한 시간 만드시기 바랍니다· 푸른 바다가 한눈에 보이는 16층 스카이 횟집도 빼먹지 말자구요,
27,3018499,8,천안 티포인트 호텔,3,4.3,222,"· 티포인트관광호텔은 차별화된 객실 디자인과 넓고 깨끗한 객실을 지향합니다.· 유니크한 감성을 담아 실용적이고 심플하게 완성한 라운지&바, 비지니스코너 등의 시설을 제공하며, 친절한 서비스로 천안을 방문하시는 비지니스 출장 고객과 관광객 모든분들에게 편안하고 안락한 공간을 제공하겠습니다.",
28,3018453,8,대천 환상의 바다 리조트,0,4.2,833,"· 자연과 하나되어 숨쉴 수 있는 울창한 숲속의 산책로와 소나무로 어울러진 동산과, 정자, 전망대는 여행의 여유로움을 안겨드릴 것이며 대천 해수욕장으로 연결되어 있는 해변 산책로는 연인과 가족의 소중한 추억으로 영원히 남을 것입니다.· 자연을 즐기며 함께 참여하는 휴머니티를 기반으로 하는 레져공간을 제공하는 환상의 바다 리조트 입니다.",
29,3009696,8,보령 화려한외출(JI신관),0,4.2,85,"· 대천해수욕장과 인접한 곳에 위치해있어 대천이 연출하는 아름다운 자연경관을 객실 안에서 즐기실 수 있습니다.· 여러 부대시설과 보령의 아름다운 자연경관, 유명한 관광지가 어울려 최고의 휴식을 선사합니다.· 여행의 깊이를 담은 휴식공간, 기분 좋은 대천 여행을 완성해보세요.",
30,3001638,8,대천 케이 호텔,0,4.0,144,· 머드축제로 잘 알려진 해변이 아름다운 대천해수욕장 머드광장 옆에 위치한 실속형 호텔입니다.· 고급스러운 객실 분위기와 합리적 가격으로 항상 정성을 다해 고객님을 맞이합니다.· 지루한 일상에서 벗어나 자유로운 휴가를 원하신다면 케이호텔에서 더없이 행복한 휴가를 보내실 수 있습니다.,
31,3000760,8,그랜드 플라자 청주(구 라마다 프라자 청주),5,4.5,182,"· 청주 유일의 특1급 호텔로 고품격 서비스를 누려보세요.· 최고의 전망을 자랑하는 스카이 라운지 '사모스'에서 로맨틱한 데이트!· 7개의 레스토랑, Bar, Café, CGV영화관, 쇼핑센터가 내점해 있어 다양한 서비스를 제공해드려요.",
32,3017620,8,대전 둔산 레지던스 호텔 라인,0,4.6,1159,· 깔끔하고 모던한 인테리어로 편안한 휴식 공간을 제공합니다.· 정부청사역에서 도보로 약 5분 거리에 위치해 있습니다.,
